,"Location of Terminal Market",,"All Red Tomato count  apples are tray packed. ","Type of Apple (not all varieties are grown in all origins)",,"USDA specifications for size, coloring, allowable imperfections, etc",,"Pricing in $",,,,"Where the product was grown ",,"Count size-how many apples fit into a case, so the higher the number, the smaller the apple",,,,,,,,,,,,,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/05,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/06,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/07,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/10,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/11,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/12,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/13,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/14,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","RED DELICIOUS",,WAExFcy,2018/09/17,28,28,,,WASHINGTON,,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/04,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/04,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/04,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/04,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/04,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/05,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/05,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/05,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/05,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/05,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/06,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/06,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/06,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/06,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/06,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/07,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/07,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/07,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/07,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/07,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/10,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/10,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/10,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/10,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/10,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/11,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/11,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/11,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/11,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/11,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/12,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/12,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/12,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/12,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/12,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/13,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/13,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/13,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/13,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/13,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/14,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/14,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/14,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/14,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/14,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/17,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/17,40,40,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/17,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/17,36,36,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/17,28,28,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/18,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/18,40,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/18,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,"ABOUT STEADY.","occas lower",
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/18,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/18,28,32,29,30,WASHINGTON,,125s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/19,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/19,40,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/19,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,"occas lower",
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/19,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/19,28,32,29,30,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/20,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/20,40,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/20,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,"occas lower",
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/20,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/20,28,32,29,30,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/21,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/21,40,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/21,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.","occas lower",
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/21,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/21,28,32,29,30,WASHINGTON,,125s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/24,42,42,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/24,40,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/24,40,40,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,"occas lower",
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/24,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/24,28,32,29,30,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,38,38,,,WASHINGTON,,64s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,38,38,,,WASHINGTON,,72s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,38,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,38,40,40,40,WASHINGTON,,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,32,32,,,WASHINGTON,,125s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,38,38,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,38,38,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,38,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,38,40,40,40,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,32,32,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,38,38,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,38,38,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,38,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,38,40,40,40,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,32,32,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,38,38,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,38,38,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,38,42,41,41,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,38,40,40,40,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,36,38,37,37,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,32,32,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/24,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/25,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,Organic,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/26,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/27,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GOLDEN DELICIOUS",,WAExFcy,2018/09/28,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,,2018/09/18,40,40,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",FUJI,,,2018/09/18,40,40,,,PENNSYLVANIA,,110s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",FUJI,,,2018/09/19,40,40,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,,2018/09/19,40,40,,,PENNSYLVANIA,,110s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,38,38,,,WASHINGTON,,56s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,38,38,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,38,42,39,40,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,36,40,37,39,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"occas lower",
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,32,36,34,35,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,"occas higher",
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,32,36,33,34,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/04,34,35,34,34,WASHINGTON,,113s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,38,38,,,WASHINGTON,,56s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,38,38,,,WASHINGTON,,64s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,37,38,37,37,WASHINGTON,,72s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,37,38,37,37,WASHINGTON,,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,32,36,34,35,WASHINGTON,,88s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.","occas higher","HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,32,36,33,34,WASHINGTON,,100s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",FUJI,,WAExFcy,2018/09/05,34,35,34,34,WASHINGTON,,113s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
