SITE_NAME,SITE_TYPE,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_CITY,SITE_STATE,SITE_ZIP,SITE_PHONE,SITE_PHONE_EXT,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,CONTACT_PHONE,SPONSORING_ORGANIZATION,START_DATE,END_DATE,DAYS_OF_OPERATION,HOURS_OPEN,BREAKFAST_TIME,LUNCH_TIME,SNACK_TIME,SUPPER_TIME,MEAL_TYPES_SERVED
"YMCA (SF-88-030)",Closed,"199 North Main Street"," ","Fall River",MA,2720,508-679-0922," ",Grace,Gerling,508-679-0922,"Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:00 AM - 01:00 PM",11:00:00,12:00:00," "," ","B,L"
"BENNIE COSTA HOUSING (SF-88-031)",Open,"506 Amity Street"," ","Fall River",MA,2724,508-679-0922," ",Grace,Gerling,508-679-0922,"Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","12:15 PM - 01:15 PM"," ",12:15:00," "," ",L
"PLEASANT VIEW (SF-88-032)",Open,"Herman Street"," ","Fall River",MA,2720,508-679-0922," ",Grace,Gerling,508-679-0922,"Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"MORTON SCHOOL (SF-88-033)",Open,"1135 North Main St."," ","Fall River",MA,2720,508-675-8340," ",Maria,Mattos,xxx,"Greater Fall River Recreation (03-095-SF-88)",2018/07/10,2018/08/10,"M,T,W,TH","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"MARY L. FONSECA SCHOOL  FSA (SF-88-038)",Closed,"160 wall street"," ","Fall River",MA,2723,401-835-1834," ",Nicole,Oliveria," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:15 AM - 12:15 PM"," ",11:15:00," "," ",L
"VIVEIROS SCHOOL  FSA (SF-88-042)",Closed,"525 SLADE STREET"," ","FALL RIVER",MA,2720,508-491-6789," ",GRACE,GERLING," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"LETOURNEAU SCHOOL  FSA (SF-88-043)",Closed,"323 ANTHONY STREET"," ","FALL RIVER",MA,2721,508-491-6789," ",GRACE,GERLING," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"YMCA SUMMER SCHOLARS (SF-88-044)",Closed,"199 NORTH MAIN ST"," ","FALL RIVER",MA,2720,5086757841,113,ANNE,MARIE," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:00 AM - 01:00 PM",11:00:00,12:00:00," "," ","B,L"
"LETOURNEAU SCHOLARS (SF-88-045)",Closed,"323 Anthony Street"," ","Fall River",MA,2720,508-889-4931," ",Nancy,Batista," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/09,2018/07/27,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"HERITAGE HEIGHTS (SF-88-048)",Open,"Central Street"," ","Fall River",MA,2720,5084916789," ",Grace,Gerling," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","12:15 PM - 01:15 PM"," ",12:15:00," "," ",L
"FATHER TRAVASSAS PARK (SF-88-050)",Open,"EVERETT & ALDEN STREET"," ","FALL RIVER",MA,2720,5084916789," ",GRACE,GERLING," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"MASTERY SCHOOL (SF-88-051)",Closed,"30 THIRD STREET"," ","FALL RIVER",MA,2720,7742945539," ",RENE,AVILLA," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/09,2018/08/24,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"NORTH PARK (SF-88-052)",Open,"PRESIDENT AVENUE"," ","FALL RIVER",MA,2720,5086790922," ",GRACE,GERLING," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"DIMAN REGIONAL SCHOOL (SF-88-054)",Closed,"251 Stonehaven Rd"," ","Fall River",MA,2723,5086782891," ",GRACE,GERLING," ","Greater Fall River Recreation (03-095-SF-88)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:45 AM - 12:45 PM"," ",11:45:00," "," ",L
"DOTTIN PLACE HOUSING (SF-53-001)",Open,"8 AMANDA AVE."," ","NEW BEDFORD",MA,2745,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"BOYS & GIRLS CLUB OF GNB (SF-53-002)",Closed,"166 JENNEY STREET"," ","NEW BEDFORD",MA,2740,508-992-8011,17,JEAN,SILVA,508-992-8011,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/02,2018/08/24,"M,T,W,TH,F","12:00 AM - 12:30 PM",09:00:00,00:00:00," "," ","B,L"
"BRICKENWOOD HOUSING (SF-53-004)",Open,"52 WALKER ST."," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"BUTTONWOOD PARK (SF-53-005)",Open,"1 ONEIDA STREET"," ","NEW BEDFORD",MA,2740,508-961-3015," ",Mary,Rapoza,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"KENNEDY SUMMER DAY PROGRAM (SF-53-006)",Closed,"950 SOUTH RODNEY FRENCH BLVD.","FT. TABER","NEW BEDFORD",MA,2744,508-961-3015," ",Melissa,Medeiros,508-979-1549,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/02,2018/08/24,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,12:00:00," "," ","B,L"
"CLASKY PARK (SF-53-007)",Open,"700 COUNTY ST."," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"DENNISON MEMORIAL (SF-53-009)",Closed,"755 SOUTH FIRST ST."," ","NEW BEDFORD",MA,2744,508-996-2691," ",Joseph,Gill,508-996-2691,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/10,2018/08/24,"M,T,W,TH,F","12:00 AM - 12:30 PM",10:00:00,00:00:00," "," ","B,L"
"HOLY FAMILY-HOLY NAME SUMMER CAMP (SF-53-017)",Closed,"91 SUMMER STREET"," ","NEW BEDFORD",MA,2740,508-993-3547," ",Kelly,Paulino,508-993-3547,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/17,"M,T,W,TH,F","08:30 AM - 12:00 PM",08:30:00,11:30:00," "," ","B,L"
"EDDIE JAMES PARK at NASHMONT HOUSING (SF-53-018)",Open,"MT. PLEASANT ST."," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"ASHLEY PARK (SF-53-021)",Open,"344 RIVET ST."," ","NEW BEDFORD",MA,2744,508-961-3015," ",Mary,Rapoza,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"RIVERSIDE PLAYGROUND (SF-53-022)",Open,"394 BELLEVILLE AVE."," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"SHAWMUT VILLAGE (SF-53-024)",Open,"Apache Court"," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"COMMUNITY BOATING CENTER @ PADANARAM (SF-53-030)",Closed,"1630 PADANARAM AVE."," ","NEW BEDFORD",MA,2740,508-992-6219," ",Bo,Williams,508-992-6219,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/02,2018/08/24,"M,T,W,TH,F","12:00 AM - 12:30 PM",08:30:00,00:00:00," "," ","B,L"
"CARNEY ACADEMY 21st Century Program (SF-53-035)",Closed,"247 ELM STREET"," ","NEW BEDFORD",MA,2740,508-997-4511,2427,Nancy,Carvalho,508-997-4511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/02,"M,T,W,TH","08:00 AM - 12:00 PM",08:00:00,11:30:00," "," ","B,L"
"SCHOONER PROGRAM (SF-53-036)",Closed,"80 RIVET ST"," ","NEW BEDFORD",MA,2744,774-992-0122," ",CODY,BERGERON,774-992-0122,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:00 PM",08:30:00,11:00:00," "," ","B,L"
"GRACE AFTER SCHOOL/SUMMER PROGRAM (SF-53-037)",Closed,"133 SCHOOL STREET"," ","NEW BEDFORD",MA,2740,508-961-1622," ",Donna,Pires,508-961-1622,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:00 PM",08:30:00,11:30:00," "," ","B,L"
"BLUE MEADOWS HOUSING (SF-53-038)",Open,"473 DARTMOUTH ST."," ","NEW BEDFORD",MA,2740,508-961-3015," ",Mary,Rapoza,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"NAZARENE CHRISTIAN ACADEMY (SF-53-048)",Closed,"764 HATHAWAY RD"," ","NEW BEDFORD",MA,2740,508-992-7944," ",Jamiee,Lema,508-992-7944,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/10,"M,T,W,TH,F","09:30 AM - 12:30 PM"," ",12:00:00,09:30:00," ","L,M"
"Youth Opportunties Unlimited (Y.O.U.) (SF-53-050)",Closed,"224 BROCK AVE"," ","NEW BEDFORD",MA,2744,774-473-0167," ",Bernadette,Souza,508-954-6586,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/02,2018/08/24,"M,T,W,TH,F","09:00 AM - 12:00 PM"," ",11:30:00,09:00:00," ","L,M"
"GOMES ELEMENTARY 21ST CENTURY PROGRAM (SF-53-060)",Closed,"286 SOUTH 2ND STREET"," ","NEW BEDFORD",MA,2746,508-997-4511,2432,Heidi,Lima,508-997-4511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/02,"M,T,W,TH","08:15 AM - 12:45 PM",08:15:00,12:00:00," "," ","B,L"
"MONTES PLAYGROUND (SF-53-062)",Open,"134 Chancery St.","Pavillion @ Russell// So.2nd /Madison St","NEW BEDFORD",MA,2740,508-961-3015," ",Mary,Rapoza,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"YMCA CAMP FREDERICK DOUGLASS (SF-53-075)",Closed,"25 SOUTH WATER STREET"," ","NEW BEDFORD",MA,2740,508-997-0734,146,Kayla,Britte,508-997-0734,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","12:00 PM - 03:00 PM"," ",12:00:00,14:30:00," ","L,A"
"NORMANDIN MIDDLE SCHOOL 21ST CENTURY (SF-53-080)",Closed,"81 FELTON ST"," ","NEW BEDFORD",MA,2745,508-985-4300," ",Nancy,Carvalho,5089974511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/02,2018/07/27,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,12:00:00," "," ","B,L"
"SATELLITE VILLAGE (SF-53-089)",Open,"111 Aires Dr/Hanover St (@basketball Ct)"," ","New Bedford",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"RUTH STREET PLAYGROUND (SF-53-090)",Open,"RUTH STREET & McGURK ST"," ","NEW BEDFORD",MA,2744,508-961-3015,10,MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"N.B. NAT'L WHALING PARK SOMETHING FISHY (SF-53-093)",Closed,"33 WILLIAM ST."," ","NEW BEDFORD",MA,2740,508-993-8894," ",Taylor,LeStage,508-996-4095,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/23,2018/08/03,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"ROBERTO CLEMENTE PARK (SF-53-108)",Open,"South Second Street"," ","New Bedford",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"PARKDALE HOUSING (SF-53-121)",Open,"Summit Street"," ","New Bedford",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"WESTLAWN HOUSING (SF-53-123)",Open,"197 LIBERTY ST."," ","New Bedford",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"BROOKLAWN PARK (SF-53-126)",Open,"1997 ACUSHNET AVE"," ","New Bedford",MA,2745,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"ANDREA McCOY RECREATION CENTER (SF-53-138)",Open,"181 Hillman St."," ","New Bedford",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"KOOL DAYS SUMMER PROGRAM (SF-53-139)",Closed,"822 Church STREET","822 Church St","New Bedford",MA,2745,508-997-4889," ",Olga,Roderiguez,508-245-9679,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/17,"M,T,W,TH,F","09:15 AM - 12:15 PM",09:15:00,11:45:00," "," ","B,L"
"NBPD-G.R.E.A.T. SUMMER CAMP (SF-53-140)",Closed,"225 Hathaway Blvd. (Keith MS)"," ","New Bedford",MA,2740,508-965-6703," ","Sgt. Samuel",Ortega,508-965-6703,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/09,"M,T,W,TH","08:30 AM - 12:00 PM",08:30:00,11:30:00," "," ","B,L"
"COMMUNITY BOATING CENTER @ FT. TABOR (SF-53-141)",Closed,"1000 S. RODNEY FRENCH BLVD."," ","New Bedford",MA,2744,508-992-6219," ",Greg,Pimental,508-992-6219,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/02,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"KEITH MIDDLE SCHOOL ESY (SF-53-151)",Closed,"225 Hathaway Blvd."," ","New Bedford",MA,2740,508-979-0900," ",Nancy,Carvalho,5089974511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/25,2018/07/27,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"HARMONY COMMUNITY GARDEN (SF-53-169)",Open,"CORNER/INTERSECTION COUNTY & WELD STS."," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"WEST BEACH UNDER THE PAVILION Rain sit (SF-53-170)",Open,"WEST RODNEY FRENCH BLVD."," ","NEW BEDFORD",MA,2744,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"NBHS Summer Acceleration (SF-53-173)",Closed,"230 HATHAWAY ROAD"," ","NEW BEDFORD",MA,2740,508-997-4511," ",Cindy,Doucet,508-997-4511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/25,2018/08/10,"M,T,W,TH","07:45 AM - 12:00 PM",07:45:00,11:00:00," "," ","B,L"
"GOMES SCHOOL PLAYGROUND (SF-53-175)",Open,"286 SOUTH 2ND STREET"," ","NEW BEDFORD",MA,2740,508-961-3015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"CHILDREN CONNECTION/ NB TAP (SF-53-178)",Closed,"275 North St."," ","New Bedford",MA,2740,774-425-4808," ",Stephanie,Silva,774-425-4808,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/05,2018/08/24,"M,T,W,TH,F","09:00 AM - 12:30 PM"," ",12:00:00,09:00:00," ","L,M"
"ALL SAINTS CATHOLIC SCHOOL (SF-53-193)",Closed,"115 ILLINOIS STREET"," ","NEW BEDFORD",MA,2745,"508 995-3696"," ",Bernard,Flood,"508 995 3696","New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/18,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,12:00:00," "," ","B,L"
"PRESIDENTIAL HEIGHTS HOUSING (SF-53-197)",Open,"159 FILLMORE STREET"," ","NEW BEDFORD",MA,2740,"508 961 3015"," ",MARY,RAPOZA,"508 961 3015","New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"ROOSEVELT MIDDLE SCHOOL ESY (SF-53-198)",Closed,"119 FREDERICK STREET"," ","NEW BEDFORD",MA,2740,508-961-3170," ",Nancy,Carvalho,5089974511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/09,"M,T,W,TH","08:00 AM - 12:30 PM",08:00:00,12:00:00," "," ","B,L"
"SOUTHCOAST YOUTH COURTS @PAACA (SF-53-201)",Closed,"360 COGGESHALL STREET"," ","NEW BEDFORD",MA,2746,"508 979 1580"," ",Terri,Belliveau,"508 979 1580","New Bedford Recreation Dept. (03-201-SF-53)",2018/07/16,2018/08/24,"M,T,W,TH","08:00 AM - 12:30 PM",08:00:00,12:00:00," "," ","B,L"
"WHALING CITY JR.SR. HIGH SCHOOL (SF-53-202)",Closed,"455 COUNTY STREET 3RD FLOOR"," ","NEW BEDFORD",MA,2740,"508 997 4511",2713,AMANDA,GONZALEZ,"508 997 4511","New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/07/20,"M,T,W,TH","08:30 AM - 12:15 PM",08:30:00,11:45:00," "," ","B,L"
"SCHWARTZ CENTER FOR CHILDREN (SF-53-203)",Closed,"1 POSA PLACE"," ",DARTMOUTH,MA,2747,508-996-3391,483,John,Kershaw,508-996-3391,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 03:30 PM"," ",11:00:00,15:00:00," ","L,A"
"HARRINGTON PARK (SF-53-206)",Open,"COURT and LIBERTY ST"," ","New Bedford",MA,2740,5089613015," ",Mary,Rapoza,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"GLOBAL LEARNING CHARTER SCHOOL (SF-53-209)",Closed,"190 ASHLEY BLVD"," ","New Bedford",MA,2746,508-991-4105," ",Adonis,Ferreira,508-991-4105,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/07/27,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:30:00," "," ","B,L"
"YW KIDS AT CAMPBELL SCHOOL (SF-53-211)",Closed,"145 Essex St."," ","New Bedford",MA,2745,"508 525 7961"," ",Tracey,Saloman,"508 990 2358","New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","08:00 AM - 12:45 PM"," ",12:15:00,08:00:00," ","L,M"
"TRINITY DAY ACADEMY (SF-53-212)",Closed,"181 Hillman Street"," ","New Bedford",MA,2740,"508 997 4511",2371,Matt,Kravitz,"508 997 4511","New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/02,"M,T,W,TH","08:00 AM - 12:00 PM",08:00:00,11:30:00," "," ","B,L"
"HARBOUR HOUSE FAMILY CENTER (SF-53-213)",Closed,"713 Shawmut Ave"," ","New Bedford",MA,2746,"508 992 6027"," ",Shelly,Correia,"508 992 6027","New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"NATIVITY PREP SCHOOL (SF-53-215)",Closed,"66 Spring Street"," ","New Bedford",MA,2745,"508 994"," ",Jay,Goldrick,"508 994 3800","New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/07/20,"M,T,W,TH,F","08:15 AM - 01:00 PM",08:15:00,12:00:00," "," ","B,L"
"NBPS PARENTING TEENS PROGRAM (SF-53-218)",Closed,"181 HILLMAN ST BLDG 2"," ","NEW BEDFORD",MA,2740,508-997-4511,2403,SUSAN,RAINVILLE,508-997-4511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/09,2018/08/24,"M,T,W,TH","12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"HAZELWOOD PARK (SF-53-220)",Open,"533 BROCK AVE"," ","NEW BEDFORD",MA,2740,5089613015," ",MARY,RAPOZA,508-961-3015,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"IRWIN JACOBS SCHOOL (SF-53-221)",Closed,"47 EMERY STREET"," ","NEW BEDFORD",MA,2744,508-997-4511,47550,Tammy,Barboza,508-997-4511,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/25,2018/08/13,"M,T,W,TH,F","08:00 AM - 09:00 PM",08:00:00,11:00:00," "," ","B,L"
"NOAH'S PLACE PLAYGROUND (SF-53-222)",Open,"102 POPE'S ISLAND"," ","NEW BEDFORD",MA,2740,508-961-3016," ",MARY,RAPOZA,508-961-3016,"New Bedford Recreation Dept. (03-201-SF-53)",2018/06/27,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:00 PM"," ",11:30:00," "," ",L
"ZEITERION THEATRE INC. (SF-53-223)",Closed,"684 PURCHASE ST"," ","NEW BEDFORD",MA,2532,508-997-5664," ",Ashley,Cabellis,508-997-5664,"New Bedford Recreation Dept. (03-201-SF-53)",2018/08/06,2018/08/10,"M,T,W,TH,F","12:30 AM - 01:00 PM"," ",00:30:00,11:00:00," ","L,M"
"RAPPP PROGRAM SOUTHCOAST HEALTH (SF-53-224)",Camp,"166 JENNY ST 2nd FLOOR"," ","NEW BEDFORD",MA,2740,508-995-0306," ",Cindy,Guilbeault,508-995-0306,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/28,2018/08/17,"M,T,W,TH,F","09:30 AM - 12:30 PM",09:30:00,12:00:00," "," ","B,L"
"YWCA GIRLS EXCLUSIVE AT TEMPLE LANDING (SF-53-225)",Closed,"285 ASH ST"," ","NEW BEDFORD",MA,2740,603-657-0760," ",Jordan,Pouuot,603-657-0760,"New Bedford Recreation Dept. (03-201-SF-53)",2018/07/28,2018/08/17,"M,T,W,TH,F","09:30 AM - 12:30 PM",09:30:00,12:00:00," "," ","B,L"
"MEMORIAL ELEMENTARY SCHOOL (SF-273-001)",Open,"12 Walnut Street"," ",Milford,MA,1757,"774 571 8028"," ",Marykate,Bergen," ","Hockomock YMCA Children's Center (03-212-SF-273)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"MILFORD YOUTH CENTER (SF-273-002)",Closed,"24 Pearl St."," ",Milford,MA,1757,"774 571 8029"," ",Marykate,Bergen,"774 571 8029","Hockomock YMCA Children's Center (03-212-SF-273)",2018/07/09,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"WOODLAND ELEMENTARY SCHOOL (SF-273-005)",Closed,"10 N. Vine Street"," ",Milford,MA,1757,"774 291 2315"," ",Shannon,Nisbett,"774 291 2315","Hockomock YMCA Children's Center (03-212-SF-273)",2018/07/09,2018/07/26,"M,T,W,TH","08:45 AM - 12:10 PM",08:45:00,11:45:00," "," ","B,L"
"MILFORD PUBLIC LIBRARY (SF-273-007)",Open,"80 Spruce Street"," ",Milford,MA,1757,"774 291 2315"," ",Shannon,Nisbett,"774 291 2315","Hockomock YMCA Children's Center (03-212-SF-273)",2018/07/11,2018/08/15,W,"12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"CHILDREN ACROSS AMERICA PROGRAM (SF-273-008)",Closed,"23 Pine Street","located at Unitarian Church",Milford,MA,1757,508-473-2935," ",Shannon,Nisbett," ","Hockomock YMCA Children's Center (03-212-SF-273)",2018/07/09,2018/08/23,"M,T,W,TH","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"CREATIVE COMMUNITY CHILDCARE (SF-273-009)",Closed,"23 Pine Street","at Unitarian Church",Milford,MA,1757,508-473-2935," ",Shannon,Nisbett," ","Hockomock YMCA Children's Center (03-212-SF-273)",2018/06/25,2018/08/24,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"HOPEWELL PLAYGROUND (SF-109-001)",Open,"HOPEWELL ST."," ",TAUNTON,MA,2780,508-821-1156," ",Leilani,Cronin," ","Taunton Public Schools (03-293-SF-109)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:30 PM - 01:00 PM"," ",12:30:00," "," ",L
"PAUL BUNKER /Riverside Apartments (SF-109-005)",Open,"117 Paul Bunker Drive"," ",TAUNTON,MA,2780,508-823-0737," ",Lani,Cronin,508-821-1156,"Taunton Public Schools (03-293-SF-109)",2018/07/02,2018/08/17,"M,T,W,TH,F","11:30 PM - 11:50 PM"," ",23:30:00," "," ",L
